app,category,rating,review,size,installs,type,price,content_rating,genres,last_updated,current_version,android_ver
AdguardContentBlocker,TOOLS,4.1,14491,4.3,1000000,Free,0.0,Everyone,Tools,2018-02-26,2.1.2,Varies with device
cronometer(adfree),HEALTH_AND_FITNESS,3.9,1075,8.3,50000,Paid,2.99,Everyone,Health  Fitness,2018-07-13,2.1.2,4.4
AdDetector,TOOLS,3.8,208,730000.0,50000,Free,0.0,Everyone,Tools,2014-07-28,1.0,2.3
AdblockPlusforSamsungInternetBrowsesafe.,COMMUNICATION,4.0,8769,2.1,1000000,Free,0.0,Everyone,Communication,2018-04-05,1.1.4,5.0
MyRadarNOAAWeatherRadarAdFree,WEATHER,4.5,3005,26000000.0,10000,Paid,2.99,Everyone,Weather,2018-08-04,7.1.4,4.0.3
SafeNotesSecureAdfreenotepad,PRODUCTIVITY,4.6,3362,756000.0,50000,Free,0.0,Everyone,Productivity,2017-11-21,1.7,4.0
AdblockFast,PRODUCTIVITY,4.1,9914,3.2,1000000,Free,0.0,Everyone,Productivity,2017-05-17,1.4.0,5.0
FVDAdFree,TOOLS,4.4,1774,4.1,10000,Paid,1.99,Everyone,Tools,2017-10-05,4.4.3,3.0
2000ADComicsandJudgeDredd,COMICS,3.7,705,20000000.0,50000,Free,0.0,Teen,Comics,2018-07-19,1.3.0,4.0.3
AntiAdware,TOOLS,3.9,18751,3.6,1000000,Free,0.0,Everyone,Tools,2018-06-19,3.6,4.1
AdBlockerTurboAdblockerBrowser,COMMUNICATION,3.9,107,44000000.0,10000,Free,0.0,Everyone,Communication,2018-01-29,1.0.5,4.1
WeatherRadarProAdFree,WEATHER,4.5,25243,26000000.0,100000,Paid,2.99,Everyone,Weather,2018-08-01,4.34.0,4.4
ONScripterPlus(AdFree),GAME,4.5,100,17000000.0,1000,Paid,3.99,Everyone,Adventure,2016-04-07,1.2.4,4.1
VpnHosts(adblockernorootsupportipv6),TOOLS,4.4,319,1.1,10000,Paid,2.99,Everyone,Tools,2018-07-03,2.0.1,4.4
GoogleAdSense,PRODUCTIVITY,4.3,52677,2.9,1000000,Free,0.0,Everyone,Productivity,2017-12-13,3.3,4.0
AdfreeTriangleSolver,FAMILY,4.5,118,24000000.0,10000,Free,0.0,Everyone,Education,2015-08-20,6.3.1,4.2
EzScreenRecorder(noad),VIDEO_PLAYERS,4.7,8696,14000000.0,100000,Free,0.0,Everyone,Video Players  Editors,2018-06-03,2.1.4,5.0
BestApplockLockerNoAds,PRODUCTIVITY,4.7,10672,6.9,100000,Free,0.0,Everyone,Productivity,2018-06-23,2.1.1,4.1
LocalServicesadsbyGoogle,BUSINESS,4.1,7,12000000.0,1000,Free,0.0,Everyone,Business,2018-07-17,3.3.270,4.0
AdBlockREMOVERNEEDROOT,TOOLS,3.3,999,91000.0,100000,Free,0.0,Everyone,Tools,2013-12-17,3.2,2.2
WhatsFakePro(Adfree),SOCIAL,4.2,204,9.4,5000,Paid,0.99,Everyone,Social,2017-09-25,1.4,4.1
PhotoCompress2.0AdFree,TOOLS,4.1,6267,1.7,1000000,Free,0.0,Everyone,Tools,2016-05-07,2.1,3.2
AdRemoval:thereisonlywe,PRODUCTIVITY,3.4,16,293000.0,100,Paid,6.49,Everyone,Productivity,2014-05-03,1.0,2.2
Solitaire:DeckedOutAdFree,GAME,4.9,37302,35000000.0,500000,Free,0.0,Everyone,Card,2017-05-08,1.3.3,4.1
"WeatherClearAdfreeWeather,Minuteforecast",WEATHER,4.5,3252,3.8,50000,Free,0.0,Everyone,Weather,2017-06-25,1.2.6,4.1
AdRemovePluginforApp2SD,PRODUCTIVITY,4.1,66,17000.0,1000,Paid,1.29,Everyone,Productivity,2013-09-25,1.0.0,2.2
"DigitalClock:Simple,Tiny,AdfreeDeskClock.",LIFESTYLE,4.4,317,74000.0,50000,Free,0.0,Everyone,Lifestyle,2016-12-21,3.0,2.3
GoogleAds,BUSINESS,4.3,29331,20000000.0,5000000,Free,0.0,Everyone,Business,2018-07-30,1.12.0,4.0.3
RAMCleanupAdFreeOption,TOOLS,4.4,457,1.1,10000,Paid,2.99,Everyone,Tools,2016-07-26,3.0,4.1
EmoAdsBlockerBrowser,TOOLS,3.4,1555,4.1,100000,Free,0.0,Everyone,Tools,2015-09-17,1.4,3.0
BingAds,BUSINESS,4.1,1828,13000000.0,100000,Free,0.0,Everyone,Business,2018-07-20,2.13.2,4.1
Mybabyfirework(Removead),FAMILY,4.1,30,14000.0,1000,Paid,0.99,Everyone,Entertainment,2013-04-25,Varies with device,Varies with device
AppsAdsDetector,TOOLS,3.5,315,8.3,100000,Free,0.0,Everyone,Tools,2018-02-19,25,4.0.3
TIMBERADFILTERVeryusefuladblockapp,PRODUCTIVITY,3.8,1343,9.0,100000,Free,0.0,Everyone,Productivity,2018-03-12,1.0.26,5.0
AlchemyClassicAdFree,FAMILY,4.6,20178,9.0,100000,Free,0.0,Everyone,Puzzle,2014-05-26,1.7.3,1.6
EasyHotspotAdFree,TOOLS,5.0,2,3.3,10,Paid,0.99,Everyone,Tools,2018-07-26,1.05,4.0
"AE+Aerie:Jeans,Dresses,SwimsuitsBralettes",SHOPPING,4.2,20476,28000000.0,1000000,Free,0.0,Everyone,Shopping,2018-07-17,5.6.0,4.4
AEWatchFullEpisodesofTVShows,FAMILY,4.0,29708,19000000.0,1000000,Free,0.0,Teen,Entertainment,2018-07-16,3.1.4,4.4
AdobePremiereClip,VIDEO_PLAYERS,3.9,39495,59000000.0,5000000,Free,0.0,Everyone,Video Players  Editors,2018-06-26,1.1.4.1296,4.4
ShortcutsforAfterEffects,FAMILY,3.7,464,1.9,50000,Free,0.0,Everyone,Education,2014-08-09,1.0,2.3
AESudoku,FAMILY,4.3,2171,12000000.0,100000,Free,0.0,Everyone,Puzzle,2015-07-29,1.1.0,2.2
ESSMobileforAE,PRODUCTIVITY,1.9,63,1.8,5000,Free,0.0,Everyone,Productivity,2016-09-27,2.0.1027,3.0
AEJewels2:IslandAdventures,GAME,4.2,652,30000000.0,10000,Free,0.0,Everyone,Action,2016-02-24,1.0,2.3
AEJewels,GAME,4.2,960,18000000.0,50000,Free,0.0,Everyone,Action,2015-08-20,1.0.5,3.0
AECoinMania:ArcadeFun,GAME,4.3,30002,29000000.0,1000000,Free,0.0,Teen,Casino,2018-02-08,2.3.5,4.0.3
AERoundyPOP,FAMILY,4.4,5262,26000000.0,100000,Free,0.0,Everyone,Casual,2016-03-23,1.1.2,2.3
Mupen64+AEFREE(N64Emulator),GAME,4.0,41759,12000000.0,1000000,Free,0.0,Everyone,Arcade,2014-01-19,2.4.4,2.0
Mupen64PlusAE(N64Emulator),GAME,4.2,4569,12000000.0,100000,Paid,0.99,Everyone,Arcade,2014-01-19,2.4.4,2.0
AELuckyFishing,GAME,4.3,18277,17000000.0,1000000,Free,0.0,Teen,Arcade,2016-03-14,2.0.2,2.3
AEVideoPoker,GAME,4.0,721,18000000.0,50000,Free,0.0,Teen,Casino,2015-12-31,1.3.2,2.3
AESolitaire,GAME,4.3,1776,26000000.0,50000,Free,0.0,Everyone,Card,2018-01-04,2.3.4,4.0.3
AEBlackjack,GAME,4.0,1417,17000000.0,100000,Free,0.0,Teen,Card,2015-11-27,1.3.1,2.3
AEGunBall:arcadeballgames,GAME,3.7,8581,12000000.0,1000000,Free,0.0,Everyone,Arcade,2013-12-13,1.0.2,2.2
AEOrder,TOOLS,4.1,19,317000.0,1000,Free,0.0,Everyone,Tools,2013-11-12,2.0.131112,2.3
TV.AE,FAMILY,3.9,109,7.5,10000,Free,0.0,Everyone,Entertainment,2017-09-21,1.0.4,4.4
AEGarage,AUTO_AND_VEHICLES,4.4,64,66000000.0,1000,Free,0.0,Everyone,Auto  Vehicles,2017-06-27,1.0,4.1
AEBulletins,BOOKS_AND_REFERENCE,4.5,14,30000000.0,1000,Free,0.0,Everyone,Books  Reference,2018-07-18,2.2.5,4.0.3
AEGTORacing,GAME,3.9,6988,35000000.0,100000,Free,0.0,Everyone 10+,Racing,2015-09-24,Varies with device,Varies with device
AE3DMoto3,GAME,3.9,2588,26000000.0,100000,Free,0.0,Everyone 10+,Racing,2014-12-31,1.7.1,2.3
AEFreeCell,GAME,4.2,358,15000000.0,10000,Free,0.0,Everyone,Card,2014-11-06,1.1.5,2.3
AECityJump,GAME,4.5,804,27000000.0,10000,Free,0.0,Everyone,Action,2018-07-18,1.0.4,4.0
AEAngryChef,GAME,4.1,533,39000000.0,10000,Free,0.0,Everyone 10+,Action,2014-01-24,1.0,2.1
AeAllahnaDai(Rasa),BOOKS_AND_REFERENCE,4.7,263,9.1,10000,Free,0.0,Everyone,Books  Reference,2015-01-01,2.0,2.1
FilmoraGoFreeVideoEditor,VIDEO_PLAYERS,4.4,238459,35000000.0,10000000,Free,0.0,Everyone,Video Players  Editors,2018-06-06,3.1.4,4.2
EventManagerAllEvents.in,EVENTS,4.7,120,5.1,10000,Free,0.0,Everyone,Events,2018-07-25,2.5,4.0.3
NasihatChaloaePyaara,FAMILY,4.7,557,6.7,10000,Free,0.0,Everyone,Education,2015-10-09,1.0,2.1
AEMasterMoto,GAME,4.0,17876,37000000.0,1000000,Free,0.0,Everyone,Racing,2015-12-10,1.8.6,2.3
BricaBPRO5AE,PHOTOGRAPHY,3.9,4726,3.9,500000,Free,0.0,Everyone,Photography,2015-06-17,v1.0,3.1
AEAirHockey,SPORTS,3.8,926,7.6,50000,Free,0.0,Everyone,Sports,2013-08-01,1.0.0,2.2
AEFishingHunter,GAME,4.4,14,6.6,1000,Free,0.0,Everyone,Adventure,2016-03-15,0.0.3,3.0
ActionDirectorVideoEditorEditVideosFast,VIDEO_PLAYERS,4.5,74531,32000000.0,5000000,Free,0.0,Everyone,Video Players  Editors,2018-06-15,2.12.0,4.3
AECheckoutPlugin,SHOPPING,3.8,208,78000.0,10000,Free,0.0,Everyone,Shopping,2015-02-11,1.3.1,2.3
NewTekNDI,PHOTOGRAPHY,3.5,77,1.2,1000,Paid,19.99,Everyone,Photography,2016-10-26,1.1,4.1
AfterFocus,PHOTOGRAPHY,4.2,165224,15000000.0,10000000,Free,0.0,Everyone,Photography,2016-07-08,2.1.0,4.0.3
AFLink,NEWS_AND_MAGAZINES,4.7,210,18000000.0,10000,Free,0.0,Everyone,News  Magazines,2018-05-31,v4.29.0.9,4.4
AFHydro,HEALTH_AND_FITNESS,2.0,136,15000000.0,10000,Free,0.0,Everyone,Health  Fitness,2018-05-12,1.0.5,4.4
GunshipIIIVietnamPeopleAF,FAMILY,4.3,726,19000000.0,5000,Paid,4.99,Everyone,Simulation,2016-12-09,3.8.4,2.3.3
AFComicsReaderFree,COMICS,2.8,5,4.1,100,Free,0.0,Everyone,Comics,2017-11-10,1.0,4.1
CameraFV5Lite,PHOTOGRAPHY,4.0,130063,5.6,10000000,Free,0.0,Everyone,Photography,2017-11-10,3.31.4,4.0
FlimAfSomaliHindiFanproj,FAMILY,3.9,12,3.5,1000,Free,0.0,Everyone,Entertainment,2018-06-22,1.0,4.0
"Cardiacdiagnosis(heartrate,arrhythmia)",MEDICAL,4.2,4559,6.4,100000,Free,0.0,Everyone,Medical,2018-07-27,117,3.0
DSLRcameraAutoFocusandBlurProfessional,PHOTOGRAPHY,3.4,30,3.0,10000,Free,0.0,Everyone,Photography,2018-04-18,5.1.2,4.0.3
AFSTROKE(FREE),MEDICAL,4.5,93,924000.0,10000,Free,0.0,Teen,Medical,2013-01-25,1.1,2.1
Hesab.afSendmoneyinAfghanistan,FINANCE,4.7,51,11000000.0,1000,Free,0.0,Everyone,Finance,2018-04-15,1.4.0,4.1
AppFinderbyAppTap,TOOLS,2.0,2221,4.9,5000000,Free,0.0,Everyone,Tools,2017-10-03,1.8.2.7,5.0
Bazar.af,SHOPPING,4.7,13,1.3,500,Free,0.0,Everyone,Shopping,2017-07-07,cli-6.5.0,4.0
DSLRBlurCameraAutoFocus,TOOLS,3.3,75,4.7,10000,Free,0.0,Everyone,Tools,2018-06-07,1.3,4.0.3
ArianaNewsAF,NEWS_AND_MAGAZINES,4.1,20,3.1,5000,Free,0.0,Everyone,News  Magazines,2017-07-10,1.1,4.0
easyFocus,PHOTOGRAPHY,3.7,3396,266000.0,500000,Free,0.0,Everyone,Photography,2012-11-28,1.2.0,2.2
OpenCamera,PHOTOGRAPHY,4.3,116769,2.0,10000000,Free,0.0,Everyone,Photography,2018-04-23,1.43.3,4.0.3
BlurImageDSLRfocuseffect,PHOTOGRAPHY,3.9,38055,4.1,5000000,Free,0.0,Everyone,Photography,2017-06-16,1.17,4.0
TafsiirQuraanMP3AfSoomaaliQuraankaKariimka,LIFESTYLE,5.0,7,3.4,1000,Free,0.0,Everyone,Lifestyle,2018-06-09,1.4,4.0
CameraPro,PHOTOGRAPHY,4.1,7479,13000000.0,1000000,Free,0.0,Everyone,Photography,2018-04-16,5.4,4.0
Rоhi.af,NEWS_AND_MAGAZINES,4.8,46,46000000.0,1000,Free,0.0,Everyone,News  Magazines,2017-05-01,1.0.1,4.1
HDCamerasilentshutter,PHOTOGRAPHY,4.0,26530,3.9,1000000,Free,0.0,Everyone,Photography,2018-07-23,2.3.5,3.2
AutoDslrPhotoEffect:AutoFocusEffect,PHOTOGRAPHY,3.8,6,3.5,1000,Free,0.0,Everyone,Photography,2018-02-20,1.6,4.0.3
GunStrikeShoot,GAME,4.1,94761,17000000.0,10000000,Free,0.0,Teen,Action,2017-02-21,1.1.4,2.3
AllFootballLatestNewsVideos,SPORTS,4.6,152653,17000000.0,10000000,Free,0.0,Everyone,Sports,2018-08-03,3.0.5,4.1
50000FreeeBooksFreeAudioBooks,BOOKS_AND_REFERENCE,4.1,52312,11000000.0,5000000,Free,0.0,Teen,Books  Reference,2018-05-19,5.3.4,4.4
KingofAvalon:DragonWarfare,FAMILY,4.2,306652,64000000.0,10000000,Free,0.0,Everyone 10+,Strategy,2018-07-31,4.6.4,4.0.3
What'sUp,LIFESTYLE,4.1,23453,10000000.0,1000000,Free,0.0,Everyone,Lifestyle,2017-10-26,2.0,4.0
Afterlight,PHOTOGRAPHY,4.3,50893,35000000.0,1000000,Free,0.0,Everyone,Photography,2014-11-20,1.0.6,4.0.3
Blurfoto:AutoblurphotobackgroundDSLRfocus,PHOTOGRAPHY,4.3,2215,12000000.0,500000,Free,0.0,Everyone,Photography,2018-07-27,1.12,4.3
Blur,PHOTOGRAPHY,4.0,9013,2.4,1000000,Free,0.0,Everyone,Photography,2018-06-18,4.0.2,4.4
"AGContacts,Premiumedition",COMMUNICATION,4.5,88,3.7,500,Paid,4.99,Everyone,Communication,2018-05-18,8.05.18.14250,4.0.3
AgPhDFieldGuide,BOOKS_AND_REFERENCE,4.1,114,6.3,10000,Free,0.0,Everyone,Books  Reference,2015-05-25,2.0,2.3
AGDrive3D,GAME,3.8,164,22000000.0,10000,Free,0.0,Everyone,Adventure,2015-03-20,1.0.1,2.3.3
"AGContacts,Liteedition",COMMUNICATION,4.5,185,3.7,5000,Free,0.0,Everyone,Communication,2018-05-18,8.05.18.14250,4.0.3
TrimbleAgMobile,PRODUCTIVITY,4.1,85,44000000.0,10000,Free,0.0,Everyone,Productivity,2018-08-02,2.7.8,4.1
AgPhDDeficiencies,BOOKS_AND_REFERENCE,3.9,20,9.7,10000,Free,0.0,Everyone,Books  Reference,2016-06-21,1.0,4.0.3
AGScreenRecorder,TOOLS,3.7,7,2.7,1000,Free,0.0,Everyone,Tools,2018-04-03,3.0,5.0
AGSubwaySimulatorMobile,FAMILY,4.5,623,47000000.0,5000,Paid,0.99,Everyone,Simulation,2018-06-02,1.3.0.6,4.1
AGSubwaySimulatorLite,FAMILY,4.4,6738,56000000.0,100000,Free,0.0,Everyone,Simulation,2018-06-08,1.2.6,4.1
EZAgMobile,FINANCE,3.4,19,24000000.0,5000,Free,0.0,Everyone,Finance,2017-08-12,9.0.00,3.0
AgPhDSoils,PRODUCTIVITY,2.3,3,16000000.0,1000,Free,0.0,Everyone,Productivity,2018-07-16,1.24.1,4.4
AllStatesAgParts,SHOPPING,4.7,68,6.5,10000,Free,0.0,Everyone,Shopping,2018-01-25,5.26.0,5.0
VRAGRacingforCardboard,GAME,3.4,13,27000000.0,1000,Free,0.0,Everyone,Racing,2016-09-29,1.1,4.1
SafeAgSystems™,BUSINESS,4.7,3,36000000.0,100,Free,0.0,Everyone,Business,2018-07-22,2.0.3,4.0.3
LakesideAGMoultrie,LIFESTYLE,5.0,3,8.6,50,Free,0.0,Everyone,Lifestyle,2017-05-23,1.0,4.1
MixTank–TankMixingAgApp,PRODUCTIVITY,3.6,64,15000000.0,10000,Free,0.0,Everyone,Productivity,2017-10-16,4.2,4.4
EternalLightAG,SOCIAL,5.0,30,13000000.0,100,Free,0.0,Teen,Social,2018-05-19,1.04,4.0.3
PlatincoinWalletPLCGroupAG,LIBRARIES_AND_DEMO,4.3,375,15000000.0,10000,Free,0.0,Everyone,Libraries  Demo,2018-06-01,2.0.1,4.0.3
AgValleyCooperative,BUSINESS,5.0,6,74000000.0,500,Free,0.0,Everyone,Business,2017-06-26,2.3,4.0
FertilizerRemovalByCrop,BOOKS_AND_REFERENCE,4.1,295,6.9,50000,Free,0.0,Everyone,Books  Reference,2017-06-20,2.0.3,4.0.3
AGTrack,TOOLS,4.1,12,8.7,100,Free,0.0,Everyone,Tools,2018-03-23,3.3,4.0
DenisBrogniartAH!,FAMILY,4.5,2931,818000.0,100000,Free,0.0,Everyone,Entertainment,2017-08-04,1.1,4.2
AHConnect(AdventistHealth),HEALTH_AND_FITNESS,3.4,5,59000000.0,1000,Free,0.0,Everyone,Health  Fitness,2018-01-23,3.5.1,4.4
AHKollectionforKLWP,PERSONALIZATION,4.6,644,59000000.0,50000,Free,0.0,Everyone,Personalization,2017-04-30,Version 1.20,4.4
ChenowethAH,MEDICAL,5.0,1,27000000.0,100,Free,0.0,Everyone,Medical,2017-04-03,300000.0.78,4.0.3
Ah!Cutie,FAMILY,3.9,536,10000000.0,10000,Free,0.0,Everyone,Casual,2017-06-27,2.0.0,4.0
AHAlarmPanel,TOOLS,3.9,7,81000.0,100,Paid,4.99,Everyone,Tools,2011-05-12,1.2.0,1.5
ArrowheadAHApp,MEDICAL,5.0,3,28000000.0,100,Free,0.0,Everyone,Medical,2017-04-21,300000.0.80,4.0.3
Ah!Monster,FAMILY,4.1,1998,9.8,100000,Free,0.0,Everyone,Casual,2017-06-21,4.0.0,4.0
KimbroughAH,MEDICAL,5.0,5,28000000.0,100,Free,0.0,Everyone,Medical,2017-09-21,300000.0.90,4.0.3
TheAhYeah!Button,FAMILY,3.0,30,318000.0,5000,Free,0.0,Everyone,Entertainment,2013-10-01,1.2,2.3
Bee'ahEmployeeApp,COMMUNICATION,4.0,4,5.4,100,Free,0.0,Teen,Communication,2017-12-24,2.26.5.0,5.0
ClarksburgAH,MEDICAL,1.0,1,28000000.0,50,Free,0.0,Everyone,Medical,2017-05-01,300000.0.81,4.0.3
PrestigeAH,MEDICAL,4.0,2,29000000.0,100,Free,0.0,Everyone,Medical,2017-05-11,300000.0.81,4.0.3
EbenezerAH,MEDICAL,4.0,4,27000000.0,500,Free,0.0,Everyone,Medical,2017-05-05,300000.0.79,4.0.3
AH1ViperCobraOpshelicopterflightsimulator,GAME,3.8,1088,86000000.0,100000,Free,0.0,Teen,Action,2018-02-16,1.0.1,4.3
Ah!Bird,SPORTS,3.5,1689,5.7,100000,Free,0.0,Everyone,Sports,2017-08-29,1.5.062,4.3
BrandonLakesAH,MEDICAL,2.6,5,27000000.0,100,Free,0.0,Everyone,Medical,2017-05-05,300000.0.79,4.0.3
Ah!Coins,GAME,3.4,256,9.1,50000,Free,0.0,Everyone,Action,2016-12-08,1.0.0,2.3
Replika,FAMILY,4.5,45458,35000000.0,1000000,Free,0.0,Mature 17+,Entertainment,2018-08-03,1.5.49,4.4
Aiillustratorviewer,ART_AND_DESIGN,3.4,486,5.9,100000,Free,0.0,Everyone,Art  Design,2018-07-26,5.7,5.0
TheArtificialIntelligenceProject(A.I.Chat),FAMILY,3.0,76,39000000.0,5000,Paid,1.99,Everyone,Simulation,2018-03-29,1.2,2.3
VirtualAssistantDataBot:ArtificialIntelligence,FAMILY,4.4,80927,27000000.0,1000000,Free,0.0,Everyone,Entertainment,2018-07-31,7.2.5,4.0
ALPHAArtificialIntelligence,FAMILY,4.0,51,3.2,1000,Free,0.0,Everyone,Entertainment,2018-06-03,1.3.4,4.0
ArtificialIntelligence,FAMILY,3.9,339,4.2,50000,Free,0.0,Everyone,Education,2018-04-05,6.2,4.0
OrbitaAI—Excitingmobilepuzzlesriddles,FAMILY,4.6,116973,31000000.0,1000000,Free,0.0,Everyone,Puzzle,2018-03-29,1.1.9.1,4.1
SMSAIBot,TOOLS,3.8,89,3.9,10000,Free,0.0,Everyone,Tools,2018-07-01,3.0.4,4.1
ChatBotAITalkingGirl,FAMILY,3.8,3597,25000000.0,100000,Free,0.0,Everyone 10+,Entertainment,2018-07-31,1.0.16,4.0.3
YouperAITherapy,MEDICAL,4.6,1976,69000000.0,50000,Free,0.0,Everyone,Medical,2018-08-03,6.02.000,6.0
ParaTekAiSpeechgenerator,TOOLS,3.6,448,4.3,50000,Free,0.0,Everyone,Tools,2017-03-23,1.9,1.6
ExtremePersonalVoiceAssistant,PRODUCTIVITY,4.4,25627,9.8,1000000,Free,0.0,Everyone,Productivity,2018-08-05,132,5.0
AIFaceBeautyAnalysisIntelliFace(Free),BEAUTY,3.1,40,13000000.0,10000,Free,0.0,Everyone,Beauty,2018-04-11,20,4.1
RobinAIVoiceAssistant,MAPS_AND_NAVIGATION,4.2,55313,16000000.0,1000000,Free,0.0,Everyone,Maps  Navigation,2018-08-05,4.435,4.1
LearnArtificialIntelligence,FAMILY,4.6,27,4.2,10000,Free,0.0,Everyone,Education,2018-07-14,1.1.4,4.1
AIBenchmark,TOOLS,4.0,97,99000000.0,5000,Free,0.0,Everyone,Tools,2018-06-29,2.0.0,4.1
AIToday:ArtificialIntelligenceNewsAI101,NEWS_AND_MAGAZINES,5.0,43,2.3,100,Free,0.0,Everyone,News  Magazines,2018-06-22,1.0,4.4
TomoA.i.PetChatBot,FAMILY,3.3,40,3.6,1000,Free,0.0,Everyone,Entertainment,2017-05-15,1.0,4.0.3
PuckAIPersonalAssistantRobot,PRODUCTIVITY,4.1,22,26000000.0,1000,Free,0.0,Everyone,Productivity,2017-11-02,1.5,4.0.3
Builder(byEngineer.ai),PRODUCTIVITY,3.6,8,3.2,100,Free,0.0,Everyone,Productivity,2017-11-04,1.2-Release,4.1
ChatWithArtificialIntelligence,FAMILY,3.2,32,2.8,1000,Free,0.0,Everyone,Entertainment,2018-05-10,1.0,4.0
Friday:SmartPersonalAssistant,PRODUCTIVITY,4.4,2087,8.3,100000,Free,0.0,Everyone,Productivity,2018-06-24,20,5.0
VirtualEyeAI,TOOLS,4.4,26,3.8,500,Free,0.0,Everyone,Tools,2018-05-27,1.2,4.0
LyraVirtualAssistant,PRODUCTIVITY,4.5,41624,3.4,1000000,Free,0.0,Everyone,Productivity,2018-05-24,1.2.4,4.0.3
2048(AI),FAMILY,4.3,20,3.5,1000,Free,0.0,Everyone,Casual,2015-06-03,0.33,2.3
airobotkeyboard,PERSONALIZATION,4.7,1891,1.9,100000,Free,0.0,Everyone,Personalization,2018-05-24,10001008,4.0.3
AIwithPythonTutorial,FAMILY,4.4,8,3.3,5000,Free,0.0,Everyone,Education,2018-06-05,1.0.4,4.1
FaceApp,PHOTOGRAPHY,4.4,346681,7.1,10000000,Free,0.0,Everyone,Photography,2018-02-10,2.0.949,4.4
MessageAIWriteBetterMessages(Free),SOCIAL,3.7,3,7.9,100,Free,0.0,Everyone,Social,2018-07-04,1.3.1-lite,5.0
ChatBoloAIChatbotOnline,FAMILY,3.3,1407,1.4,100000,Free,0.0,Everyone,Entertainment,2015-09-25,2.1,2.2
MiAI(ArtificialIntelligence)Assistant,PRODUCTIVITY,3.7,3,7.5,100,Free,0.0,Everyone,Productivity,2018-03-01,11.04,4.1
AIDraw|ArtFilterforSelfie,PHOTOGRAPHY,3.0,20,4.3,1000,Paid,2.99,Everyone,Photography,2018-06-18,1.4.7,5.0
TurboAI™Personalassistant,PRODUCTIVITY,2.6,91,2.8,5000,Free,0.0,Everyone,Productivity,2018-07-16,0.0.52,4.0.3
AISight,PRODUCTIVITY,3.5,43,48000000.0,1000,Free,0.0,Everyone,Productivity,2018-06-18,1.2,4.0.3
Jarvisartificialintelligent,FAMILY,3.9,253,14000000.0,10000,Free,0.0,Everyone,Entertainment,2018-03-28,1.1,2.3
AgeofAI:WarStrategy,FAMILY,4.6,71,5.7,500,Paid,2.49,Everyone,Strategy,2018-03-14,1.8,4.0
DREAMe:DreamAnalysisA.I.,LIFESTYLE,3.8,89,939000.0,10000,Free,0.0,Everyone,Lifestyle,2013-02-18,2.3,2.1
AnimalJamPlayWild!,FAMILY,4.6,361734,58000000.0,5000000,Free,0.0,Everyone,Casual Pretend Play,2018-08-02,28.0.14,4.1
AJJump:AnimalJamKangaroos!,GAME,4.4,2975,42000000.0,50000,Paid,1.99,Everyone,Arcade,2016-03-07,1.6,4.0
AJAcademy:AmazingAnimals,FAMILY,4.5,1564,35000000.0,50000,Free,0.0,Everyone,Educational Education,2018-05-25,1.1.0,4.1
DashTagFunEndlessRunner!,FAMILY,4.5,6750,43000000.0,100000,Free,0.0,Everyone,Casual,2018-06-13,2.0.3,4.3
JamaaAminoforAnimalJam,SOCIAL,4.7,3873,63000000.0,10000,Free,0.0,Teen,Social,2018-07-13,1.8.19106,4.0.3
TunnelTown,FAMILY,4.4,74744,60000000.0,1000000,Free,0.0,Everyone,Strategy,2018-07-26,1.5.6,4.1
AJCam,PHOTOGRAPHY,5.0,44,2.8,100,Free,0.0,Everyone,Photography,2018-01-23,1.0,4.1
ClubPenguinIsland,FAMILY,2.8,107441,32000000.0,1000000,Free,0.0,Everyone,Casual Action  Adventure,2018-07-10,1.10.5,4.4
AJOfficial,FAMILY,4.6,31,7.3,500,Free,0.0,Everyone,Education,2017-05-03,0.1,2.3
AJBellYouinvest,FINANCE,2.8,135,5.3,10000,Free,0.0,Everyone,Finance,2018-06-04,2.13.0.65,4.4
HeyAJ!It'sSaturday!,BOOKS_AND_REFERENCE,5.0,12,50000000.0,100,Paid,3.99,Everyone,Books  Reference,2016-06-13,1.0.0,2.2
SelfieWithChampionAJStyle,PHOTOGRAPHY,5.0,2,7.5,500,Free,0.0,Everyone,Photography,2018-01-08,1.0,3.2
BabyGameAnimalJamFree,GAME,2.8,9,26000000.0,500,Free,0.0,Everyone,Board,2017-03-24,1.0,2.3
BlackjackajPoker,GAME,3.8,8,4.2,1000,Free,0.0,Teen,Card,2016-10-19,1.1,2.3.3
BonzaPolyArtTenkyuAnimalJamforKids,FAMILY,4.1,22,31000000.0,1000,Free,0.0,Everyone,Puzzle,2018-08-03,1.0.9,4.1
AJPlayer,VIDEO_PLAYERS,4.8,18,1.7,100,Free,0.0,Everyone,Video Players  Editors,2018-04-22,1.6.3.1,5.0
AJRETAILS,SHOPPING,5.0,9,169000.0,10,Free,0.0,Everyone,Shopping,2018-06-01,18060104,2.2
HeyAJ!It'sBedtime!,FAMILY,5.0,1,63000000.0,10,Paid,4.99,Everyone,Education,2018-04-04,1.0.59,2.3
AJPercentOffCalculator,SHOPPING,4.4,134,45000.0,10000,Free,0.0,Everyone,Shopping,2013-06-04,1.2,2.2
AJMen'sGrooming,LIFESTYLE,5.0,2,22000000.0,100,Free,0.0,Everyone,Lifestyle,2017-08-28,5,4.1
WatchFaceSwissAJ6,PERSONALIZATION,4.1,21,3.6,100,Paid,0.99,Everyone,Personalization,2017-09-20,1.35,4.3
